rank,net_worth,full_name,age,gender,country_of_citizenship,business_category,self_made,wealth_status
1725,1,Lai Jianfa,53,1,27,14,1,3
1725,1,Lau Cho Kun,87,1,4,6,0,1
1725,1,Alexis Lê-Quôc,48,1,28,1,1,1
1725,1,Lei Jufang,70,0,27,4,1,1
1725,1,James Leininger,78,1,28,4,1,2
1725,1,Xuhui Li,54,0,27,5,1,1
1725,1,Jimmy John Liautaud,59,1,28,5,1,2
1725,1,Lin Lairong & family,54,1,27,11,1,1
1725,1,Duncan MacMillan,85,1,28,0,1,3
1725,1,Yusaku Maezawa,47,1,13,1,1,1
1725,1,Ilson Mateus & family,60,1,20,3,1,3
1725,1,Meng Qingshan & family,74,1,27,2,1,3
1725,1,Alberto Palatchi,73,1,8,3,1,2
1725,1,Mrudula Parekh,75,0,26,2,0,1
1725,1,Dragos Paval,56,1,0,3,1,3
1725,1,Jorge Perez,73,1,28,7,1,2
1725,1,Dmitry Pumpyansky,59,1,24,11,1,0
1725,1,Jinsheng Ren & family,60,1,27,4,1,3
1725,1,Brian Roberts,63,1,28,9,0,3
1725,1,"Joe Rogers, Jr.",76,1,28,5,0,1
1725,1,Ruan Shuilong & family,87,1,27,2,1,1
1725,1,Paul Saville,67,1,28,7,1,3
1725,1,Ivan Savvidis & family,64,1,24,6,1,3
1725,1,Keiichi Shibahara,58,1,13,4,1,3
1725,1,Rajju Shroff,89,1,26,2,1,1
1725,1,Sun Huaiqing & family,53,1,27,3,1,3
1725,1,Alain Taravella,75,1,14,7,1,1
1725,1,Jonathan Tisch,69,1,28,6,0,3
1725,1,Kenneth Tuchman,63,1,28,12,1,1
1725,1,Wang Chou-hsiong,82,1,18,2,1,1
1725,1,Wang Minwen,59,1,27,1,1,1
1725,1,Tom Werner,72,1,28,15,1,3
1725,1,Stephen Winn,76,1,28,7,1,2
1725,1,Ian Wood & family,80,1,19,8,0,2
1725,1,Wu Lanlan & family,49,0,27,2,1,1
1725,1,Xu Bingzhong,49,1,27,5,1,3
1725,1,Yang Xuegang,58,1,27,2,1,1
1725,1,Vladimir Yevtushenkov,74,1,24,16,1,2
1725,1,David Zalik,49,1,28,1,1,1
1725,1,Zhang Xiaojuan,53,0,27,14,1,1
1725,1,Zheng Xiaodong,59,1,27,2,1,1
1725,1,Zhong Ruonong & family,60,0,27,2,1,1
1804,1,Noubar Afeyan,60,1,28,4,1,1
1804,1,Syed Mokhtar AlBukhary,71,1,4,13,1,3
1804,1,"Herbert Allen, Jr. & family",83,1,28,0,0,2
1804,1,Clifford Asness,56,1,28,0,1,2
1804,1,Louis Bacon,66,1,28,0,1,2
1804,1,Bai Baokun,53,1,27,2,1,1
1804,1,Christian Birkenstock,50,1,25,3,0,1
1804,1,Josef Boquoi & family,89,1,25,5,1,1
1804,1,Chen Tianshi,38,1,27,1,1,2
1804,1,Chen Yung-tai,87,1,18,7,1,1
1804,1,Chey Tae-won,62,1,11,1,0,1
1804,1,Ivan Chrenko,55,1,0,7,1,1
1804,1,Robert Clark,64,1,28,13,1,2
1804,1,Jack Cockwell,82,1,22,0,1,1
1804,1,Tench Coxe,65,1,28,0,1,1
1804,1,Jim Crane,69,1,28,15,1,3
1804,1,Norbert Dentressangle,68,1,14,14,1,1
1804,1,Jamie Dimon,67,1,28,0,1,2
1804,1,Daniel Dines,51,1,0,1,1,1
1804,1,Alfredo Egydio Arruda Villela Filho,53,1,20,0,0,1
1804,1,Gary Fegel,49,1,16,11,1,2
1804,1,"William Foley, II.",78,1,28,0,1,3
1804,1,Richard Fortin,74,1,22,3,1,3
1804,1,Gao Yi & family,54,1,27,4,1,3
1804,1,Giammaria Giuliani,45,1,16,4,0,1
1804,1,Bill Gross,78,1,28,0,1,2
1804,1,Sue Gross,73,0,28,0,0,2
1804,1,Timothy Headington,72,1,28,8,0,3
1804,1,Ilona Herlin,58,0,0,2,0,3
1804,1,David Hoffmann,70,1,28,6,1,3
1804,1,Stanley Hubbard,89,1,28,9,0,1
1804,1,Hui Lin Chit,69,1,27,2,1,1
1804,1,Tianjiang Jia & family,60,1,27,11,1,1
1804,1,Zhaobai Jiang,59,1,27,7,1,1
1804,1,Sergei Katsiev,65,1,24,3,1,0
1804,1,Randal J. Kirk,69,1,28,4,1,2
1804,1,William Koch,82,1,28,8,0,2
1804,1,Pyotr Kondrashev,73,1,24,2,1,3
1804,1,Eiichi Kuriwada,76,1,13,14,1,1
1804,1,Robert Langer,74,1,28,4,1,2
1804,1,Anthony Langley,68,1,19,6,1,1
1804,1,Li Sze Lim,66,1,23,7,1,2
1804,1,Li Wa,57,1,23,7,1,1
1804,1,Li Weiwei,46,1,27,1,1,1
1804,1,Liang Qin & family,51,0,27,1,1,1
1804,1,Vincent Lo,75,1,23,7,0,2
1804,1,Terence (Terry) Matthews,80,1,22,16,1,2
1804,1,Jim McKelvey,57,1,28,1,1,1
1804,1,P.N.C. Menon,74,1,0,7,1,0
1804,1,Massimo Moratti,77,1,21,8,0,3
1804,1,Liora Ofer,69,0,12,0,0,1
1804,1,Stefan Pierer,66,1,0,10,1,3
1804,1,Andreas Pohl,58,1,25,0,0,3
1804,1,"Reinfried Pohl, Jr.",63,1,25,0,0,3
1804,1,Michael Polsky,74,1,28,8,1,3
1804,1,Francisco Jose Riberas Mera,58,1,8,2,0,3
1804,1,Juan Maria Riberas Mera,54,1,8,11,0,0
1804,1,Andres Santo Domingo,44,1,28,5,0,2
1804,1,Sathien Sathientham,68,1,9,5,1,2
1804,1,Shang Xiaobo & family,49,1,27,2,1,1
1804,1,Yuri Shefler,55,1,24,5,1,3
1804,1,Evgeny (Eugene) Shvidler,59,1,28,11,1,2
1804,1,Ryan Smith,44,1,28,1,1,2
1804,1,Zakhar Smushkin,61,1,24,6,1,0
1804,1,Peter Sperling,63,1,28,12,0,2
1804,1,Laurie Tisch,72,0,28,6,0,3
1804,1,Steven Tisch,74,1,28,6,0,3
1804,1,Michael Tojner,57,1,0,2,1,1
1804,1,August Troendle,67,1,28,4,1,3
1804,1,Sekar Vembu,51,1,26,1,1,3
1804,1,Chris Wallin,70,1,17,8,1,0
1804,1,Wang Changtian,57,1,27,9,1,1
1804,1,Ning Wang & family,36,1,27,9,1,1
1804,1,Scott Watterson,67,1,28,1,1,2
1804,1,Dan Wilks,66,1,28,8,1,3
1804,1,Anthony Wood,57,1,28,1,1,1
1804,1,Wu Ying,58,1,27,2,1,1
1804,1,Wu Yulan,53,0,27,4,1,1
1804,1,Zhongyi Wu,49,1,27,1,1,1
1804,1,Xiang Guangming & family,59,1,27,2,1,1
1804,1,Xue Xiangdong & family,64,1,27,1,1,1
1804,1,George Yancopoulos,63,1,28,4,1,3
1804,1,Steven Meng Yang & family,40,1,27,1,1,1
1804,1,Ye Fan & family,52,1,27,10,1,1
1804,1,Yi Dasheng,62,1,27,6,1,1
1804,1,Yu Lili,55,0,27,2,1,1
1804,1,Zeng Kaitian,48,1,27,1,1,1
1804,1,Zhang Xuexin & family,75,1,27,11,1,1
1804,1,Yubai Zhang,58,1,27,5,1,1
1804,1,Fredrik Österberg,52,1,15,17,1,3
1905,1,Aziz Akhannouch & family,62,1,0,6,0,1
1905,1,Hamdi Akin & family,68,1,10,6,1,2
1905,1,Nerio Alessandri,61,1,21,2,1,3
1905,1,Alexandra Andresen,26,0,3,6,0,3
1905,1,Katharina Andresen,27,0,3,6,0,3
1905,1,Patricia Angelini Rossi,68,0,0,6,0,3
1905,1,Mori Arkin,70,1,12,4,1,1
1905,1,Barbara Benetton,53,0,21,3,0,3
1905,1,Angela Bennett,79,0,17,11,0,3
1905,1,Zadik Bino & family,79,1,12,6,1,1
1905,1,Paolo Bulgari,85,1,21,3,0,2
1905,1,Saket Burman,46,1,19,5,0,1
1905,1,Ahmet Calik,65,1,10,6,1,2
1905,1,Safra Catz,61,0,28,1,1,2
1905,1,Chang Kuo-Hua,68,1,18,14,0,1
1905,1,Chu Jian,60,1,27,2,1,3
1905,1,Sandor Csanyi,70,1,0,6,1,3
1905,1,Ana Lucia de Mattos Barretto Villela,49,0,20,0,0,1
1905,1,Federico De Nora,55,1,21,2,0,1
1905,1,Bharat Desai,70,1,28,1,1,2
1905,1,Mohammed Dewji,47,1,0,6,0,2
1905,1,Egon Durban,49,1,28,0,1,2
1905,1,Fu Mingkang & family,60,1,27,2,1,1
1905,1,Alan Gerry,94,1,28,9,1,2
1905,1,Philippe Ginestet & family,69,1,14,3,1,1
1905,1,G. Gnanalingam,78,1,4,14,1,1
1905,1,Esther Grether,87,0,16,3,0,2
1905,1,Wei Gu,58,1,27,2,1,2
1905,1,Patrick Hanrahan,67,1,28,1,1,1
1905,1,Kenneth Hao,54,1,28,0,1,2
1905,1,Jaroslav Hascak & family,53,1,0,0,1,3
1905,1,He Zhenggang,69,1,27,2,1,1
1905,1,Niranjan Hiranandani,73,1,26,7,1,2
1905,1,Ho Hung Anh,52,1,0,0,1,1
1905,1,Archie Hwang,70,1,18,1,1,1
1905,1,Peter Jackson,61,1,0,9,1,2
1905,1,Stephen Jarislowsky,97,1,22,0,1,1
1905,1,Rajeev Juneja,57,1,26,4,1,3
1905,1,Ramesh Juneja,67,1,26,4,1,3
1905,1,Ke Xiping & family,62,1,27,6,1,2
1905,1,Kim Jun-ki,78,1,11,6,1,3
1905,1,Sidney Kimmel,95,1,28,3,1,2
1905,1,Jim Koch,73,1,28,5,1,1
1905,1,Spiro Latsis & family,76,1,0,6,0,0
1905,1,Peter Leibinger,56,1,25,2,0,1
1905,1,Regine Leibinger,60,0,25,2,0,1
1905,1,Nicola Leibinger-Kammueller,63,0,25,2,0,1
1905,1,Li Jianli,50,1,27,2,1,1
1905,1,Li Jiaquan,59,1,27,2,1,1
1905,1,Li Rucheng,71,1,27,3,1,1
1905,1,Li Shui-po,66,1,18,2,1,3
1905,1,Scott Lin,90,1,18,1,1,3
1905,1,Liu Xiucai & family,66,1,28,2,1,1
1905,1,Lu Zhongfang,80,0,27,10,1,1
1905,1,Lu Zongjun,59,1,27,14,1,1
1905,1,Youssef Mansour,77,1,0,6,1,2
1905,1,Bruce Mathieson,79,1,17,7,1,1
1905,1,Romano Minozzi,88,1,21,6,1,1
1905,1,Greg Mondre,48,1,28,0,1,2
1905,1,Mario Moretti Polegato & family,70,1,21,3,1,1
1905,1,Robert Mouawad,78,1,0,12,0,2
1905,1,Jerry Moyes & family,79,1,28,14,1,3
1905,1,John Ocampo,63,1,28,1,1,3
1905,1,Stefan Olsson,74,1,15,6,0,3
1905,1,Rubens Ometto Silveira Mello,73,1,20,8,0,1
1905,1,Nelson Peltz,80,1,28,0,1,1
1905,1,David Penaloza Alanis,49,1,2,13,0,3
1905,1,Karl-Johan Persson,48,1,15,3,0,2
1905,1,Mike Repole,55,1,28,5,1,2
1905,1,Duke Reyes,66,1,28,5,0,3
1905,1,Christopher Rokos,52,1,19,0,1,2
1905,1,Sheryl Sandberg,53,0,28,1,1,1
1905,1,Amnon Shashua,62,1,12,10,1,2
1905,1,Ben Silbermann,40,1,28,9,1,3
1905,1,Ron Sim,64,1,7,3,1,3
1905,1,Leonid Simanovsky,73,1,24,0,1,0
1905,1,Basudeo Singh,82,1,26,4,1,1
1905,1,Frank Slootman,64,1,28,1,1,1
1905,1,Terry Snow,79,1,17,7,1,3
1905,1,Axel Stawski,72,1,28,7,1,3
1905,1,Thomas Steyer,65,1,28,0,1,2
1905,1,Sergei Studennikov & family,56,1,24,3,1,0
1905,1,Su Suyu & family,74,0,27,7,1,1
1905,1,Kevin Systrom,39,1,28,1,1,2
1905,1,Tang Binsen,40,1,27,5,1,2
1905,1,Prachak Tangkaravakoon,79,1,9,2,1,3
1905,1,Jeff Tangney,50,1,28,4,1,1
1905,1,Yuequn Tao,63,1,27,3,1,1
1905,1,David Teoh,67,1,17,16,1,1
1905,1,Tran Ba Duong & family,63,1,0,10,1,1
1905,1,Kenny Troutt,75,1,28,16,1,2
1905,1,Jens von Bahr,52,1,15,17,1,3
1905,1,Wang Junmin,54,1,27,4,1,3
1905,1,Weng Xianding,61,1,27,4,1,3
1905,1,Farris Wilks,71,1,28,8,1,3
1905,1,Gordon Wu,87,1,23,7,1,1
1905,1,Xiong Wu,47,1,27,1,1,2
1905,1,Xu Zhihan,50,1,27,1,1,1
1905,1,Tingdong Yang,62,1,27,5,1,1
1905,1,Michael Minhong Yu,61,1,27,12,1,0
1905,1,Zhang Bangxin,43,1,27,12,1,0
1905,1,Zhou Zongwen & family,66,1,27,3,1,1
2020,1,Antti Aarnio-Wihuri,83,1,0,6,0,1
2020,1,Alberto Alcocer,80,1,8,0,1,3
2020,1,Nigel Austin,52,1,17,3,1,1
2020,1,Binny Bansal,40,1,26,1,1,3
2020,1,Girdhari Lal Bawri,75,1,26,4,1,1
2020,1,John Bloor,79,1,19,6,1,1
2020,1,Vladimir Bogdanov,71,1,24,8,1,0
2020,1,Amit Burman,53,1,26,5,0,1
2020,1,Steve Case,64,1,28,1,1,1
2020,1,Chen Wenyuan & family,55,1,27,1,1,2
2020,1,Chua Thian Poh,74,1,7,7,1,3
2020,1,Sasson Dayan & family,83,1,20,0,1,3
2020,1,John Farber,97,1,28,2,1,1
2020,1,J. Christopher Flowers,65,1,28,0,1,3
2020,1,Reinold Geiger,75,1,0,3,1,1
2020,1,Ali Ghodsi,44,1,15,1,1,1
2020,1,Lance Gokongwei,55,1,5,6,0,1
2020,1,Guan Yihong,53,1,27,5,1,3
2020,1,Rajinder Gupta,64,1,26,2,1,1
2020,1,Torstein Hagen,80,1,3,12,1,1
2020,1,Ayman Hariri,44,1,0,13,0,2
2020,1,Alfredo Harp Helu & family,79,1,2,0,1,3
2020,1,He Xiaopeng,45,1,27,10,1,1
2020,1,Christoph Henkel,65,1,25,3,0,2
2020,1,Daniel Hirschfeld,81,1,28,3,0,2
2020,1,Drew Houston,40,1,28,1,1,1
2020,1,Huang Jinxiang & family,58,1,27,2,1,3
2020,1,Rameshchandra Jain,74,1,26,2,1,3
2020,1,Ke Zunhong & family,68,1,27,4,1,1
2020,1,Kim Taek-jin,56,1,11,9,1,1
2020,1,Koh Wee Meng,59,1,7,7,1,3
2020,1,Sergei Kolesnikov,51,1,24,2,1,3
2020,1,Hemendra Kothari,76,1,26,0,0,1
2020,1,Kwek Leng Peck,67,1,7,6,0,3
2020,1,Raymond Kwok,69,1,23,7,0,3
2020,1,Lee Ho-jin,60,1,11,6,0,3
2020,1,Michael Lee-Chin,72,1,22,0,1,1
2020,1,Manfredi Lefebvre d'Ovidio & family,69,1,21,12,0,1
2020,1,Bernard Lewis & family,97,1,19,3,1,3
2020,1,William Li,48,1,27,10,1,1
2020,1,Jenny Lindén Urnes,52,0,15,2,0,2
2020,1,Liu Fangyi,53,1,27,4,1,1
2020,1,K.C. Liu,69,1,18,1,1,1
2020,1,Liu Ming Chung,60,1,20,2,1,1
2020,1,Anatoly Lomakin,70,1,24,11,1,2
2020,1,Brandt Louie,79,1,22,5,0,1
2020,1,Gary Magness,69,1,28,9,0,2
2020,1,Mao Lixiang & family,82,1,27,1,1,1
2020,1,David McMurtry,82,1,19,2,1,1
2020,1,Deepak Mehta,66,1,26,2,0,1
2020,1,Miao Shouliang,68,1,27,7,1,1
2020,1,Miao Yongjun,55,1,27,4,1,3
2020,1,Yoshiko Mori,82,0,13,7,0,3
2020,1,Marius Nacht,57,1,12,1,1,2
2020,1,Vadim Novinsky,59,1,0,11,1,3
2020,1,Niti Osathanugrah,49,1,9,0,0,1
2020,1,Gretel Packer,57,0,17,0,0,1
2020,1,David Paul,56,1,28,4,1,1
2020,1,Tom Persson,38,1,15,3,0,1
2020,1,Qian Jinghong,50,0,27,10,1,0
2020,1,Qin Long,57,1,27,2,1,1
2020,1,M.Satyanarayana Reddy,65,1,26,4,1,1
2020,1,Mochtar Riady & family,93,1,6,6,1,1
2020,1,Rihanna,35,0,0,3,1,1
2020,1,Boris Rotenberg,66,1,24,13,1,3
2020,1,Subhash Runwal,79,1,26,7,1,2
2020,1,Igor Rybakov,50,1,24,2,1,3
2020,1,Carlos Sanchez,61,1,20,4,0,2
2020,1,Martin Selig,85,1,28,7,1,2
2020,1,Airat Shaimiev,61,1,24,8,1,3
2020,1,Radik Shaimiev,58,1,24,8,1,3
2020,1,Nobutoshi Shimamura,97,1,13,3,1,3
2020,1,Jared Smith,48,1,28,1,1,2
2020,1,Charlotte Soderstrom,46,0,15,3,0,1
2020,1,Anand Surana,52,1,26,4,0,1
2020,1,Dilip Surana,57,1,26,4,0,1
2020,1,Wilma Tisch,95,0,28,0,0,1
2020,1,Jianyi Wang,60,1,27,1,1,3
2020,1,Wang Jilei,58,1,27,14,1,3
2020,1,Shuifu Wang,68,1,27,2,1,1
2020,1,Wang Yanqing & family,76,0,27,2,0,1
2020,1,Wang Zelong,26,1,27,11,0,1
2020,1,Werner O. Weber,84,1,16,2,1,2
2020,1,Anne Werninghaus,37,0,20,2,0,3
2020,1,"Alfred West, Jr.",80,1,28,0,1,3
2020,1,Bo Wu,68,1,27,2,1,2
2020,1,Wu Chaoqun,53,1,27,2,1,3
2020,1,Swift Xie,43,1,27,1,1,2
2020,1,Xu Guozhong & family,59,1,27,2,1,1
2020,1,Yao Kuizhang,58,1,27,5,1,1
2020,1,Yu Peidi,63,1,23,7,1,1
2020,1,Yuan Liping,52,0,22,4,0,1
2020,1,Zhang Chuanwei & family,60,1,27,2,1,1
2020,1,Zhang Keqiang,62,1,27,7,1,1
2020,1,Xinghai Zhang & family,60,1,27,2,1,1
2020,1,Zheng Jianjiang & family,62,1,27,2,1,1
2020,1,Zhong Sheng Jian,65,1,7,7,1,1
2020,1,Zhou Chengjian,57,1,27,3,1,1
2020,1,Boris Zingarevich,63,1,24,6,1,0
2133,1,A. Jayson Adair,53,1,28,10,1,3
2133,1,Soegiarto Adikoesoemo,85,1,6,14,1,0
2133,1,Rajendra Agarwal,64,1,26,4,1,1
2133,1,Chirayu Amin,76,1,26,4,0,1
2133,1,Anant Asavabhokhin,72,1,9,7,1,2
2133,1,Roman Avdeev,55,1,24,0,1,0
2133,1,Ziv Aviram,64,1,12,10,1,1
2133,1,Sachin Bansal,41,1,26,3,1,2
2133,1,Kiki Barki,83,1,6,8,1,1
2133,1,Elena Baturina,60,0,24,13,1,1
2133,1,Banwari Lal Bawri,70,1,26,4,1,1
2133,1,Othman Benjelloun & family,90,1,0,0,0,2
2133,1,Hari Bhartia,66,1,26,6,0,1
2133,1,Shyam Bhartia,70,1,26,4,0,1
2133,1,Stewart Butterfield,50,1,22,1,1,1
2133,1,Cai Mingtong,71,1,27,1,1,1
2133,1,Anthony Casalena,40,1,28,1,1,2
2133,1,Richard Chang,76,1,18,7,1,1
2133,1,Chen Xuehua,62,1,27,11,1,1
2133,1,Chin Jong Hwa,64,1,18,10,1,1
2133,1,Alberto Cortina,77,1,8,0,1,2
2133,1,Eduardo Costantini,76,1,0,7,1,1
2133,1,Wenjun Dai,54,1,27,5,1,1
2133,1,Anand Deshpande,60,1,26,1,1,2
2133,1,Aydin Dogan,86,1,10,9,1,3
2133,1,Weimin Du,59,1,27,4,1,1
2133,1,Philip Fayer,45,1,22,0,1,1
2133,1,Marvy Finger,87,1,28,7,1,2
2133,1,Simona Giorgetta,45,0,21,13,0,2
2133,1,He Zhiping,59,1,27,0,1,1
2133,1,Heikki Herlin,36,1,0,2,0,3
2133,1,Hoi Kin Hong,70,1,0,7,1,1
2133,1,Mitchell Jacobson,72,1,28,12,0,2
2133,1,Anurang Jain,61,1,26,2,1,1
2133,1,Jiang Guiting & family,64,1,27,2,1,2
2133,1,Jin Xin,56,1,27,2,1,1
2133,1,Conni Jonsson,62,1,15,0,1,1
2133,1,George Joseph,101,1,28,0,1,1
2133,1,Laurent Junique,57,1,14,1,1,3
2133,1,Zbigniew Juroszek & family,60,1,0,6,1,3
2133,1,Alexander Karp,55,1,28,1,1,3
2133,1,Seth Klarman,65,1,28,0,1,1
2133,1,Kagemasa Kozuki,82,1,13,1,1,1
2133,1,Michael Krasny,69,1,28,1,1,2
2133,1,Eduard Kucera,70,1,0,1,1,1
2133,1,Kristo Käärmann,42,1,0,0,1,3
2133,1,Gary Lauder,60,1,28,3,0,1
2133,1,Lee Hae-jin,55,1,11,1,1,1
2133,1,Art Levinson,73,1,28,6,1,1
2133,1,Li Denghai,73,1,27,5,1,1
2133,1,Fengluan Li,61,0,27,6,1,2
2133,1,Li Yongqing,58,1,27,2,1,1
2133,1,Li Zhigang,46,1,27,2,1,1
2133,1,Liu Gexin & family,71,1,27,4,1,0
2133,1,Lu Hongyan,45,1,27,9,1,3
2133,1,Lv Jianming,58,1,23,4,1,1
2133,1,Yasseen Mansour,61,1,0,6,1,3
2133,1,George Marcus,81,1,28,7,1,1
2133,1,Yves-Loic Martin,57,1,14,4,1,1
2133,1,Carsten Maschmeyer,63,1,25,0,1,3
2133,1,Martin Moller Nielsen,58,1,0,14,1,2
2133,1,Randal Nardone,67,1,28,0,1,2
2133,1,Nguyen Dang Quang,59,1,0,5,1,1
2133,1,Kazuo Okada,80,1,13,17,1,1
2133,1,George Pedersen & family,87,1,28,2,1,3
2133,1,Qu Miranda,38,0,27,3,1,1
2133,1,Jupally Rameshwar Rao,67,1,26,7,1,3
2133,1,G. M. Rao,72,1,26,14,1,1
2133,1,P.V. Ramprasad Reddy,65,1,26,4,1,1
2133,1,Satish Reddy,55,1,26,4,0,2
2133,1,Fernando Roig,75,1,8,3,0,1
2133,1,Igor Rotenberg,49,1,24,6,1,0
2133,1,Deniz Sahenk,77,0,10,6,0,2
2133,1,Nobutada Saji,77,1,13,5,0,3
2133,1,Hajime Satomi,81,1,13,17,1,2
2133,1,James Scapa,66,1,28,1,1,2
2133,1,Devi Shetty,70,1,26,4,1,3
2133,1,Albert Shigaboutdinov,70,1,24,6,1,2
2133,1,Fei Song,56,1,27,2,1,1
2133,1,Konstantin Strukov & family,64,1,24,11,1,0
2133,1,Rustem Sulteev,69,1,24,8,1,2
2133,1,Clemens Toennies,66,1,25,5,1,1
2133,1,Robert Toennies,44,1,25,5,0,1
2133,1,John Van Lieshout,77,1,17,7,1,1
2133,1,Pongsak Viddayakorn,89,1,9,4,1,3
2133,1,Wang Jianguo,63,1,27,3,1,1
2133,1,Junjin Wang,54,1,27,12,1,1
2133,1,Wang Mingwang,55,1,27,2,1,1
2133,1,Wei Lidong & family,47,1,27,1,1,1
2133,1,Myron Wentz,83,1,0,3,1,1
2133,1,Wu Xushun & family,74,1,27,6,1,1
2133,1,Xu Shaochun,60,1,27,1,1,1
2133,1,Yan Jane & family,53,0,27,1,1,3
2133,1,Zeng Chaoyi,54,1,27,2,1,2
2133,1,Peng Zhao,52,1,27,12,1,2
2133,1,Zhao Tongtong,56,0,22,12,1,0
2133,1,Kostyantin Zhevago,49,1,0,11,1,2
2259,1,Sanjay Agarwal,52,1,26,0,1,2
2259,1,Hamad bin Jassim bin Jaber Al Thani,63,1,0,0,0,2
2259,1,Joao Alves de Queiroz Filho,70,1,20,6,1,3
2259,1,Jose Maria Aristrain,60,1,8,11,0,2
2259,1,Tope Awotona,41,1,28,1,1,1
2259,1,Mehmet Aydinlar,66,1,10,4,1,1
2259,1,Danna Azrieli,55,0,12,7,0,1
2259,1,Naomi Azrieli,57,0,22,7,0,1
2259,1,Sharon Azrieli,62,0,22,7,0,1
2259,1,Bai Houshan,59,1,27,8,1,1
2259,1,Thomas Bailey,86,1,28,0,1,2
2259,1,Bernhard Braun-Luedicke,46,1,25,4,0,1
2259,1,Eva Maria Braun-Luedicke,36,0,25,4,0,1
2259,1,Friederike Braun-Luedicke,39,0,25,4,0,2
2259,1,Jeffrey Cheah,78,1,4,7,1,1
2259,1,Chen Xianbao & family,63,1,27,5,1,1
2259,1,Cheng Xianfeng,54,1,27,4,1,1
2259,1,Chung Yong-jin,54,1,11,3,0,1
2259,1,Darwin Deason,82,1,28,12,1,1
2259,1,Diego Della Valle,69,1,21,3,0,1
2259,1,Richard Desmond,71,1,19,9,1,1
2259,1,Ding Shui Po,52,1,27,3,0,1
2259,1,Sefik Yilmaz Dizdar,85,1,10,3,1,3
2259,1,Mathias Doepfner,60,1,25,9,0,1
2259,1,Jose Roberto Ermirio de Moraes,65,1,20,6,0,1
2259,1,Jose Ermirio de Moraes Neto,70,1,20,6,0,1
2259,1,Fang Hongbo,56,1,27,2,1,1
2259,1,David Feffer,66,1,20,2,0,1
2259,1,Gary Friedman,65,1,28,3,1,1
2259,1,Dan Gertler,49,1,12,11,0,2
2259,1,Balkrishan Goenka,56,1,26,2,1,1
2259,1,Lawrence Golub,63,1,28,0,1,2
2259,1,Fahed Hariri,42,1,0,13,0,2
2259,1,Richard Hayne,75,1,28,3,1,2
2259,1,Michael Heine,73,1,17,0,1,2
2259,1,Orion Hindawi,43,1,28,1,1,1
2259,1,Lawrence Ho,46,1,23,17,0,0
2259,1,Huang Guanlin,58,1,27,3,1,1
2259,1,Mohammed Ibrahim,76,1,19,16,1,2
2259,1,Shirley Kao,66,0,18,5,0,2
2259,1,Kim Kardashian,42,0,28,3,1,1
2259,1,Ke Guihua,57,1,27,2,1,3
2259,1,Ke Yunfeng & family,56,1,27,4,1,3
2259,1,Alexander Klyachin,55,1,24,7,1,0
2259,1,Suresh Krishna,86,1,26,10,0,3
2259,1,Guy Laliberté,63,1,22,9,1,2
2259,1,Li Guoqing,53,1,27,2,1,1
2259,1,Li Li,59,1,27,4,1,1
2259,1,Li Ruiqiang,43,1,27,4,1,1
2259,1,Zhen Li & family,59,1,27,2,1,1
2259,1,Guangwei Liang,59,1,27,2,1,1
2259,1,Liu Ming Hui,60,1,27,8,1,1
2259,1,Frederic Luddy,68,1,28,1,1,1
2259,1,"Cargill MacMillan, III.",63,1,28,5,0,1
2259,1,John MacMillan,73,1,28,5,0,1
2259,1,Martha MacMillan,71,0,28,5,0,1
2259,1,William MacMillan,68,1,28,5,0,1
2259,1,Keshub Mahindra,99,1,26,6,0,0
2259,1,Mao Zhongwu,60,1,27,2,1,1
2259,1,Jorge Mas,60,1,28,13,0,3
2259,1,Lorinc Meszaros,57,1,0,6,1,2
2259,1,Jeffrey Michael & family,66,1,28,1,1,3
2259,1,Alan Miller & family,85,1,28,4,1,1
2259,1,Neide Helena de Moraes,68,0,20,6,0,1
2259,1,Scott Nuttall,50,1,28,0,1,3
2259,1,Jonathan Oringer,48,1,28,1,1,1
2259,1,Vitaly Orlov,58,1,24,5,1,0
2259,1,Jose Isaac Peres & family,82,1,20,7,1,3
2259,1,Markus Persson,43,1,15,9,1,1
2259,1,Mark Pincus,57,1,28,1,1,1
2259,1,Murdaya Poo,82,1,6,6,0,2
2259,1,Forrest Preston,90,1,28,4,1,1
2259,1,Qian Ying,57,0,27,5,1,1
2259,1,Andrei Rappoport,59,1,24,0,1,2
2259,1,Thomas Sandell,62,1,15,0,1,1
2259,1,Dhruv Sawhney,78,1,26,13,0,3
2259,1,Gerald Schwartz,81,1,22,0,1,1
2259,1,Antonio Luiz Seabra,80,1,20,3,1,1
2259,1,Eric Ya Shen,52,1,27,1,1,0
2259,1,Alexander Sixt,43,1,25,10,0,1
2259,1,Konstantin Sixt,40,1,25,10,0,1
2259,1,Edwin Soeryadjaya,73,1,6,8,0,1
2259,1,Mike Speiser,52,1,28,1,1,3
2259,1,Marco Squinzi,51,1,21,13,0,1
2259,1,Veronica Squinzi,51,0,21,13,0,1
2259,1,Michael Steinhardt,82,1,28,0,1,2
2259,1,Ion Stoica,58,1,0,1,1,1
2259,1,Luc Tack,61,1,0,2,1,2
2259,1,Tony Tan Caktiong,70,1,5,5,1,1
2259,1,Xiuguo Tang,59,1,27,2,1,3
2259,1,Sam Tarascio,78,1,17,7,1,2
2259,1,Lina Tombolato,75,0,21,0,0,1
2259,1,Ching Bor Tung,60,1,27,2,1,1
