year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2022,4,54,26.1 B,Yanai,Tadashi,Tadashi Yanai & family,1949-02-07,73.0,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2022,4,55,25.2 B,Ding,William Lei,William Lei Ding,1971-10-01,50.0,Male,China,China,Hangzhou,Technology,['Technology'],,,True,Decreased
2022,4,56,24.3 B,Klatten,Susanne,Susanne Klatten,1962-04-28,59.0,Female,Germany,Germany,Bad Homburg,Automotive,['Automotive'],,,False,Decreased
2022,4,56,24.3 B,Poonawalla,Cyrus,Cyrus Poonawalla,1941-05-11,80.0,Male,India,India,Pune,Healthcare,['Healthcare'],,,False,Increased
2022,4,56,24.3 B,Wang,Wei,Wang Wei,1970-10-01,51.0,Male,China,China,Shenzhen,Service,['Service'],,,True,Decreased
2022,4,59,24.1 B,Qin,Yinglin,Qin Yinglin,1965-04-17,56.0,Male,China,China,Nanyang,Food & Beverage,['Food & Beverage'],,,True,Decreased
2022,4,60,24.0 B,Bankman-Fried,Sam,Sam Bankman-Fried,1992-03-05,30.0,Male,United States,Bahamas,Nassau,Finance & Investments,['Finance & Investments'],FTX,Founder,True,Increased
2022,4,61,23.9 B,Takizaki,Takemitsu,Takemitsu Takizaki,1945-06-10,76.0,Male,Japan,Japan,Osaka,Manufacturing,['Manufacturing'],,,True,Decreased
2022,4,62,23.7 B,Li,Shufu,Li Shufu,1963-06-01,58.0,Male,China,China,Hangzhou,Automotive,['Automotive'],,,True,Increased
2022,4,63,23.5 B,Besnier,Emmanuel,Emmanuel Besnier,1970-09-18,51.0,Male,France,France,Laval,Food & Beverage,['Food & Beverage'],,,False,Increased
2022,4,64,23.2 B,Hartono,R. Budi,R. Budi Hartono,1941-01-01,81.0,Male,Indonesia,Indonesia,Kudus,Finance & Investments,['Finance & Investments'],,,False,Increased
2022,4,65,23.1 B,Lauder,Leonard,Leonard Lauder,1933-03-19,89.0,Male,United States,United States,New York,Fashion & Retail,['Fashion & Retail'],The Estée Lauder Companies,Chairman Emeritus ,False,Decreased
2022,4,66,23.0 B,Pousaz,Guillaume,Guillaume Pousaz,1981-08-15,40.0,Male,Switzerland,United Arab Emirates,,Finance & Investments,['Finance & Investments'],,,True,Increased
2022,4,67,22.8 B,Fontbona,Iris,Iris Fontbona & family,1943-01-01,79.0,Female,Chile,Chile,Santiago,Metals & Mining,['Metals & Mining'],,,False,Decreased
2022,4,67,22.8 B,Ma,Jack,Jack Ma,1964-09-10,57.0,Male,China,China,Hangzhou,Technology,['Technology'],,,True,Decreased
2022,4,69,22.3 B,Hartono,Michael,Michael Hartono,1939-10-02,82.0,Male,Indonesia,Indonesia,Kudus,Manufacturing,['Manufacturing'],,,False,Increased
2022,4,70,22.1 B,Schmidt,Eric,Eric Schmidt,1955-04-27,66.0,Male,United States,United States,Atherton,Technology,['Technology'],,,True,Increased
2022,4,71,22.0 B,Dalio,Ray,Ray Dalio,1949-08-08,72.0,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],Bridgewater Associates,Founder & Co-Chief Investment Officer,True,Increased
2022,4,71,22.0 B,Gilbert,Daniel,Daniel Gilbert,1962-01-17,60.0,Male,United States,United States,Franklin,Finance & Investments,['Finance & Investments'],,,True,Decreased
2022,4,73,21.8 B,Frist,Thomas,"Thomas Frist, Jr. & family",1938-08-12,83.0,Male,United States,United States,Nashville,Healthcare,['Healthcare'],,,True,Increased
2022,4,74,21.3 B,Son,Masayoshi,Masayoshi Son,1957-08-11,64.0,Male,Japan,Japan,Tokyo,Telecom,['Telecom'],SoftBank Group Corp.,CEO,True,Decreased
2022,4,75,21.2 B,Johnson,Abigail,Abigail Johnson,1961-12-19,60.0,Female,United States,United States,Milton,Finance & Investments,['Finance & Investments'],Fidelity Investments,Chairman & CEO,False,Increased
2022,4,76,20.8 B,Murdoch,Rupert,Rupert Murdoch & family,1931-03-11,91.0,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],News Corp Class A,Chairman and CEO,False,Decreased
2022,4,77,20.7 B,Quandt,Stefan,Stefan Quandt,1966-05-09,55.0,Male,Germany,Germany,Frankfurt,Automotive,['Automotive'],,,False,Decreased
2022,4,78,20.6 B,Huang,Jensen,Jensen Huang,1963-02-17,59.0,Male,United States,United States,Los Altos,Technology,['Technology'],Nvidia,CEO & President,True,Increased
2022,4,79,20.3 B,Huang,Shilin,Huang Shilin,1967-01-01,55.0,Male,China,China,Ningde,Automotive,['Automotive'],,,True,Increased
2022,4,80,20.1 B,Peterffy,Thomas,Thomas Peterffy,1944-09-30,77.0,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],,,True,Decreased
2022,4,81,20.0 B,Damani,Radhakishan,Radhakishan Damani,1955-01-01,67.0,Male,India,India,Mumbai,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2022,4,82,19.6 B,Pang,Kang,Pang Kang,1956-01-19,66.0,Male,China,China,Foshan,Food & Beverage,['Food & Beverage'],,,True,Decreased
2022,4,83,19.5 B,Wang,Chuanfu,Wang Chuanfu,1966-02-15,56.0,Male,China,China,Shenzhen,Automotive,['Automotive'],,,True,Increased
2022,4,84,19.0 B,Wuerth,Reinhold,Reinhold Wuerth & family,1935-04-20,86.0,Male,Germany,Germany,Kuenzelsau,Manufacturing,['Manufacturing'],,,True,Increased
2022,4,85,18.7 B,Albrecht,Theo,"Theo Albrecht, Jr. & family",1951-01-01,71.0,Male,Germany,Germany,Mulheim an der Ruhr,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2022,4,85,18.7 B,Yang,Huiyan,Yang Huiyan & family,1981-09-27,40.0,Female,China,China,Foshan,Real Estate,['Real Estate'],,,False,Decreased
2022,4,87,18.4 B,Lisin,Vladimir,Vladimir Lisin,1956-05-07,65.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Decreased
2022,4,88,18.2 B,Fan,Hongwei,Fan Hongwei,1967-01-01,55.0,Female,China,China,Wujiang,Energy,['Energy'],,,True,Remained Even
2022,4,89,17.9 B,Mittal,Lakshmi,Lakshmi Mittal,1950-06-15,71.0,Male,India,United Kingdom,London,Metals & Mining,['Metals & Mining'],ArcelorMittal (ADR),Chairman and CEO,False,Increased
2022,4,90,17.8 B,Forrest,Andrew,Andrew Forrest,1961-11-18,60.0,Male,Australia,Australia,Perth,Metals & Mining,['Metals & Mining'],,,True,Decreased
2022,4,91,17.7 B,Jiang,Rensheng,Jiang Rensheng & family,1953-10-08,68.0,Male,China,China,Chongqing,Healthcare,['Healthcare'],,,True,Decreased
2022,4,91,17.7 B,Jindal,Savitri,Savitri Jindal & family,1950-03-20,72.0,Female,India,India,Hisar,Metals & Mining,['Metals & Mining'],,,False,Increased
2022,4,91,17.7 B,Wang,Wenyin,Wang Wenyin,1968-01-01,54.0,Male,China,China,Shenzhen,Metals & Mining,['Metals & Mining'],,,True,Increased
2022,4,94,17.6 B,Li,Xiting,Li Xiting,1951-01-01,71.0,Male,Singapore,China,Shenzhen,Healthcare,['Healthcare'],,,True,Decreased
2022,4,94,17.6 B,Persson,Stefan,Stefan Persson,1947-10-04,74.0,Male,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],Hennes & Mauritz Unsponsored ADR,Chairman,False,Decreased
2022,4,96,17.4 B,Cohen,Steve,Steve Cohen,1956-06-11,65.0,Male,United States,United States,Greenwich,Finance & Investments,['Finance & Investments'],Point72 Asset Management,Founder,True,Increased
2022,4,97,17.3 B,Potanin,Vladimir,Vladimir Potanin,1961-01-03,61.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Decreased
2022,4,98,17.2 B,Hamm,Harold,Harold Hamm & family,1945-12-11,76.0,Male,United States,United States,Oklahoma City,Energy,['Energy'],Continental Resources Inc. ,Chairman and CEO,True,Increased
2022,4,99,17.1 B,Sun,Piaoyang,Sun Piaoyang,1958-09-01,63.0,Male,China,China,Lianyungang,Healthcare,['Healthcare'],,,True,Decreased
2022,4,100,17.0 B,Luo,Liguo,Luo Liguo & family,1956-03-01,66.0,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,True,Increased
2022,4,100,17.0 B,Woo,Peter,Peter Woo,1946-09-05,75.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2022,4,102,16.8 B,Aponte,Gianluigi & Rafaela,Gianluigi Aponte,1940-06-27,81.0,,Switzerland,Switzerland,Geneva,Logistics,['Logistics'],,,True,Increased
2022,4,103,16.7 B,Tepper,David,David Tepper,1957-09-11,64.0,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],Appaloosa Management,President and Founder,True,Increased
2022,4,104,16.6 B,Kellnerova,Renata,Renata Kellnerova & family,1967-07-04,54.0,Female,Czech Republic,Czech Republic,Prague,Finance & Investments,['Finance & Investments'],,,False,
2022,4,104,16.6 B,Menard,John,"John Menard, Jr.",1940-01-22,82.0,Male,United States,United States,Eau Claire,Fashion & Retail,['Fashion & Retail'],"Menard, Inc.",Founder,True,Increased
2022,4,106,16.5 B,Birla,Kumar,Kumar Birla,1967-06-14,54.0,Male,India,India,Mumbai,Diversified,['Diversified'],,,False,Increased
2022,4,106,16.5 B,Icahn,Carl,Carl Icahn,1936-02-16,86.0,Male,United States,United States,Indian Creek,Finance & Investments,['Finance & Investments'],Icahn Capital Management,Founder,True,Increased
2022,4,106,16.5 B,Meijer,Hank & Doug,Hank & Doug Meijer,,,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2022,4,106,16.5 B,Walton,Lukas,Lukas Walton,1986-09-19,35.0,Male,United States,United States,Chicago,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2022,4,110,16.4 B,Powell Jobs,Laurene,Laurene Powell Jobs & family,1963-11-06,58.0,Female,United States,United States,Palo Alto,Technology,['Technology'],Emerson Collective,"Investor, Philanthropist",False,Decreased
2022,4,111,16.3 B,Ratcliffe,James,James Ratcliffe,1953-01-01,69.0,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,True,Decreased
2022,4,112,16.2 B,Bren,Donald,Donald Bren,1932-05-11,89.0,Male,United States,United States,Newport Beach,Real Estate,['Real Estate'],Irvine Company,Chairman,True,Increased
2022,4,113,16.1 B,Xu,Hang,Xu Hang,1966-05-22,55.0,Male,Hong Kong,China,Shenzhen,Healthcare,['Healthcare'],,,True,Decreased
2022,4,114,15.7 B,Lu,Xiangyang,Lu Xiangyang,1962-12-28,59.0,Male,China,China,Guangzhou,Automotive,['Automotive'],,,True,Increased
2022,4,115,15.6 B,Shanghvi,Dilip,Dilip Shanghvi,1955-10-01,66.0,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,True,Increased
2022,4,116,15.5 B,Wei,Jianjun,Wei Jianjun & family,1964-03-01,58.0,Male,China,China,Baoding,Automotive,['Automotive'],,,True,Remained Even
2022,4,117,15.4 B,Lemann,Jorge Paulo,Jorge Paulo Lemann & family,1939-08-26,82.0,Male,Brazil,Switzerland,Zurich,Food & Beverage,['Food & Beverage'],,"Investor, Philanthropist",True,Decreased
2022,4,117,15.4 B,Ofer,Eyal,Eyal Ofer,1950-06-02,71.0,Male,Israel,Monaco,Monte Carlo,Diversified,['Diversified'],,,False,Increased
2022,4,119,15.3 B,Cannon-Brookes,Mike,Mike Cannon-Brookes,1979-11-17,42.0,Male,Australia,Australia,Sydney,Technology,['Technology'],,,True,Increased
2022,4,119,15.3 B,Wu,Yajun,Wu Yajun,1964-01-01,58.0,Female,China,China,Beijing,Real Estate,['Real Estate'],Longfor Properties,Cofounder-chair,True,Decreased
2022,4,121,15.2 B,de Carvalho-Heineken,Charlene,Charlene de Carvalho-Heineken & family,1954-06-30,67.0,Female,Netherlands,United Kingdom,London,Food & Beverage,['Food & Beverage'],,,False,Decreased
2022,4,121,15.2 B,Platt,Michael,Michael Platt,1968-03-18,54.0,Male,United Kingdom,Switzerland,Geneva,Finance & Investments,['Finance & Investments'],BlueCrest Capital Management,Founder ,True,Increased
2022,4,123,15.1 B,Durov,Pavel,Pavel Durov,1984-10-10,37.0,Male,United Arab Emirates,United Arab Emirates,Dubai,Technology,['Technology'],,,True,Decreased
2022,4,123,15.1 B,Farquhar,Scott,Scott Farquhar,1979-12-17,42.0,Male,Australia,Australia,Sydney,Technology,['Technology'],,,True,Increased
2022,4,125,15.0 B,Mistry,Pallonji,Pallonji Mistry,1929-06-01,92.0,Male,Ireland,India,Mumbai,Construction & Engineering,['Construction & Engineering'],,,False,Increased
2022,4,126,14.8 B,Dang,Yanbao,Dang Yanbao,1973-02-01,49.0,Male,China,China,Yinchuan,Metals & Mining,['Metals & Mining'],,,True,Increased
2022,4,127,14.6 B,Pera,Robert,Robert Pera,1978-03-10,44.0,Male,United States,United States,San Jose,Technology,['Technology'],Ubiquiti,Chief Executive Officer,True,Decreased
2022,4,128,14.4 B,Newhouse,Donald,Donald Newhouse,1929-08-05,92.0,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2022,4,129,14.3 B,Kotak,Uday,Uday Kotak,1959-03-15,63.0,Male,India,India,Mumbai,Finance & Investments,['Finance & Investments'],,,True,Decreased
2022,4,130,14.0 B,Dangote,Aliko,Aliko Dangote,1957-04-10,64.0,Male,Nigeria,Nigeria,Lagos,Manufacturing,['Manufacturing'],Dangote Group,CEO,True,Increased
2022,4,130,14.0 B,Mikhelson,Leonid,Leonid Mikhelson & family,1955-08-11,66.0,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2022,4,132,13.9 B,Mittal,Sunil,Sunil Mittal & family,1957-10-23,64.0,Male,India,India,Delhi,Telecom,['Telecom'],,,True,Increased
2022,4,133,13.7 B,Ng,Robert & Philip,Robert & Philip Ng,,,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,False,Increased
2022,4,134,13.65 B,Liu,Hanyuan,Liu Hanyuan,1964-01-01,58.0,Male,China,China,Chengdu,Food & Beverage,['Food & Beverage'],,,True,Increased
2022,4,135,13.6 B,Lau,Joseph,Joseph Lau,1951-07-21,70.0,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,True,Remained Even
2022,4,135,13.6 B,Povlsen,Anders Holch,Anders Holch Povlsen,1972-11-04,49.0,Male,Denmark,Denmark,Aarhus,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2022,4,137,13.5 B,Chearavanont,Dhanin,Dhanin Chearavanont,1939-04-19,82.0,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,False,Decreased
2022,4,138,13.2 B,Gong,Hongjia,Gong Hongjia & family,1965-01-01,57.0,Male,Hong Kong,Hong Kong,Hong Kong,Finance & Investments,['Finance & Investments'],,,True,Decreased
2022,4,138,13.2 B,Liu,Yongxing,Liu Yongxing,1948-06-01,73.0,Male,China,China,Shanghai,Service,['Service'],East Hope Group,Chairman,True,Increased
2022,4,138,13.2 B,Mordashov,Alexey,Alexey Mordashov & family,1965-09-26,56.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Decreased
2022,4,138,13.2 B,Wang,Jianlin,Wang Jianlin,1954-10-01,67.0,Male,China,China,Beijing,Real Estate,['Real Estate'],Dalian Wanda Group,Chairman,True,Decreased
2022,4,142,12.9 B,Duffield,David,David Duffield,1940-09-21,81.0,Male,United States,United States,Incline Village,Technology,['Technology'],Workday,Chairman and Cofounder,True,Decreased
2022,4,142,12.9 B,Li,Zhenguo,Li Zhenguo & family,1968-01-01,54.0,Male,China,China,Xi'an,Manufacturing,['Manufacturing'],,,True,Increased
2022,4,144,12.8 B,Triguboff,Harry,Harry Triguboff,1933-03-03,89.0,Male,Australia,Australia,Sydney,Real Estate,['Real Estate'],,,True,Increased
2022,4,144,12.8 B,Zhang,Zhidong,Zhang Zhidong,1972-01-01,50.0,Male,China,China,Shenzhen,Technology,['Technology'],,,True,Decreased
2022,4,146,12.7 B,Chen,Bang,Chen Bang,1965-09-01,56.0,Male,China,China,Changsha,Healthcare,['Healthcare'],,,True,Decreased
2022,4,146,12.7 B,Doerr,John,John Doerr,1951-06-29,70.0,Male,United States,United States,Woodside,Technology,['Technology'],Kleiner Perkins,Investor,True,Increased
2022,4,146,12.7 B,Hinduja,,Hinduja brothers,,,Male,United Kingdom,United Kingdom,London,Diversified,['Diversified'],,,False,Decreased
2022,4,149,12.6 B,Kwong,Siu-hing,Kwong Siu-hing,1929-12-02,92.0,Female,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
2022,4,150,12.5 B,Pei,Zhenhua,Pei Zhenhua,1959-01-01,63.0,Male,China,China,Ningde,Energy,['Energy'],,,True,Increased
2022,4,151,12.4 B,Salinas Pliego,Ricardo,Ricardo Salinas Pliego & family,1955-10-19,66.0,Male,Mexico,Mexico,Mexico City,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2022,4,152,12.2 B,Pattison,Jim,Jim Pattison,1928-10-01,93.0,Male,Canada,Canada,Vancouver,Diversified,['Diversified'],Jim Pattison Group,"Founder, Chairman and CEO",True,Increased
2022,4,152,12.2 B,Schwab,Charles,Charles Schwab,1937-07-29,84.0,Male,United States,United States,Woodside,Finance & Investments,['Finance & Investments'],Charles Schwab Corp.,Investor,True,Increased
2022,4,154,12.1 B,Goh,Cheng Liang,Goh Cheng Liang,1927-06-27,94.0,Male,Singapore,Singapore,Singapore,Manufacturing,['Manufacturing'],,,True,Decreased
2022,4,154,12.1 B,Lin,Jianhua,Lin Jianhua,1962-08-01,59.0,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,True,Increased
2022,4,156,12.0 B,Sirivadhanabhakdi,Charoen,Charoen Sirivadhanabhakdi,1944-05-02,77.0,Male,Thailand,Thailand,Bangkok,Food & Beverage,['Food & Beverage'],,,True,Decreased
2022,4,156,12.0 B,Yass,Jeff,Jeff Yass,1958-07-17,63.0,Male,United States,United States,Haverford,Finance & Investments,['Finance & Investments'],,,True,Remained Even
2022,4,158,11.9 B,Fredriksen,John,John Fredriksen,1945-02-01,77.0,Male,Cyprus,United Kingdom,London,Logistics,['Logistics'],,Investor,True,Increased
2022,4,158,11.9 B,Struengmann,Andreas,Andreas Struengmann & family,1950-02-16,72.0,Male,Germany,Germany,Tegernsee,Healthcare,['Healthcare'],,,True,Increased
2022,4,158,11.9 B,Struengmann,Thomas,Thomas Struengmann & family,1950-02-16,72.0,Male,Germany,Germany,Tegernsee,Healthcare,['Healthcare'],,,True,Increased
2022,4,161,11.8 B,Fridman,Mikhail,Mikhail Fridman,1964-04-21,57.0,Male,Russia,United Kingdom,London,Energy,['Energy'],,,True,Decreased
2022,4,161,11.8 B,Ratanavadi,Sarath,Sarath Ratanavadi,1965-07-12,56.0,Male,Thailand,Thailand,Bangkok,Energy,['Energy'],,,True,Increased
2022,4,163,11.7 B,Kuok,Robert,Robert Kuok,1923-10-06,98.0,Male,Malaysia,Hong Kong,Hong Kong,Diversified,['Diversified'],,,True,Decreased
2022,4,163,11.7 B,Lei,Jun,Lei Jun,1969-12-16,52.0,Male,China,China,Beijing,Technology,['Technology'],Xiaomi,Founder and CEO,True,Decreased
2022,4,163,11.7 B,Zhang,Congyuan,Zhang Congyuan,1948-01-01,74.0,Male,Taiwan,,,Fashion & Retail,['Fashion & Retail'],,,True,
2022,4,166,11.6 B,Lui,Che Woo,Lui Che Woo,1929-04-01,93.0,Male,Hong Kong,Hong Kong,Hong Kong,Gambling & Casinos,['Gambling & Casinos'],,,True,Decreased
2022,4,167,11.5 B,Chesky,Brian,Brian Chesky,1981-08-29,40.0,Male,United States,United States,San Francisco,Technology,['Technology'],"Airbnb, Inc.",CEO and Cofounder,True,Decreased
2022,4,167,11.5 B,Englander,Israel,Israel Englander,1948-09-30,73.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],"Millennium Management, L.L.C.",Founder,True,Increased
2022,4,167,11.5 B,Moskovitz,Dustin,Dustin Moskovitz,1984-05-22,37.0,Male,United States,United States,San Francisco,Technology,['Technology'],Asana,Cofounder,True,Decreased
2022,4,167,11.5 B,Usmanov,Alisher,Alisher Usmanov,1953-09-09,68.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],Metalloinvest,Founder,True,Decreased
2022,4,171,11.4 B,Chaudhry,Jay,Jay Chaudhry,1959-08-26,62.0,Male,United States,United States,Reno,Technology,['Technology'],,,True,Increased
2022,4,171,11.4 B,Pratt,Anthony,Anthony Pratt,1960-04-11,61.0,Male,Australia,Australia,Melbourne,Manufacturing,['Manufacturing'],,,False,Increased
2022,4,173,11.3 B,Huang,Colin Zheng,Colin Zheng Huang,1980-02-02,42.0,Male,China,China,Shanghai,Technology,['Technology'],,,True,Decreased
2022,4,173,11.3 B,Jin,Baofang,Jin Baofang,1952-09-01,69.0,Male,China,China,Xingtai,Energy,['Energy'],,,True,Increased
2022,4,173,11.3 B,Omidyar,Pierre,Pierre Omidyar,1967-06-21,54.0,Male,United States,United States,Honolulu,Technology,['Technology'],eBay,Founder,True,Decreased
2022,4,173,11.3 B,Timchenko,Gennady,Gennady Timchenko,1952-11-09,69.0,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2022,4,177,11.1 B,Cook,Carl,Carl Cook,1962-08-19,59.0,Male,United States,United States,Bloomington,Healthcare,['Healthcare'],,,False,Increased
2022,4,177,11.1 B,Melnichenko,Andrey,Andrey Melnichenko & family,1972-03-08,50.0,Male,Russia,Russia,Moscow,Metals & Mining,['Metals & Mining'],,,True,Decreased
2022,4,179,11.0 B,Wang,Xing,Wang Xing,1979-02-18,43.0,Male,China,China,Beijing,Technology,['Technology'],,,True,Decreased
2022,4,180,10.9 B,Anschutz,Philip,Philip Anschutz,1939-12-28,82.0,Male,United States,United States,Denver,Finance & Investments,['Finance & Investments'],,,False,Increased
2022,4,180,10.9 B,Cheriton,David,David Cheriton,1951-03-29,71.0,Male,Canada,United States,Palo Alto,Technology,['Technology'],Stanford University,Professor,True,Increased
2022,4,180,10.9 B,Otto,Alexander,Alexander Otto,1967-07-07,54.0,Male,Germany,Germany,Hamburg,Real Estate,['Real Estate'],,,False,Decreased
2022,4,183,10.7 B,Hendricks,Diane,Diane Hendricks,1947-03-02,75.0,Female,United States,United States,Afton,Construction & Engineering,['Construction & Engineering'],ABC Supply,Cofounder and Chairman,True,Increased
2022,4,183,10.7 B,Kroenke,Stanley,Stanley Kroenke,1947-07-29,74.0,Male,United States,United States,Electra,Sports,['Sports'],,,True,Increased
2022,4,185,10.6 B,Jones,Jerry,Jerry Jones,1942-10-13,79.0,Male,United States,United States,Dallas,Sports,['Sports'],Dallas Cowboys,President and General Manager,True,Increased
2022,4,185,10.6 B,Quek,Leng Chan,Quek Leng Chan,1941-08-12,80.0,Male,Malaysia,Malaysia,Kuala Lumpur,Diversified,['Diversified'],,,False,Increased
2022,4,185,10.6 B,Saverin,Eduardo,Eduardo Saverin,1982-03-19,40.0,Male,Brazil,Singapore,Singapore,Media & Entertainment,['Media & Entertainment'],Meta Platforms,Investor,True,Decreased
2022,4,188,10.5 B,Alekperov,Vagit,Vagit Alekperov,1950-09-01,71.0,Male,Russia,Russia,Moscow,Energy,['Energy'],,,True,Decreased
2022,4,188,10.5 B,Liu,Richard ,Richard Liu,1974-03-10,48.0,Male,China,China,Beijing,Technology,['Technology'],,,True,Decreased
2022,4,188,10.5 B,Ofer,Idan,Idan Ofer,1955-10-02,66.0,Male,Israel,United Kingdom,London,Diversified,['Diversified'],,,False,Increased
2022,4,191,10.4 B,Schorling,Melker,Melker Schorling & family,1947-05-15,74.0,Male,Sweden,Sweden,Stockholm,Finance & Investments,['Finance & Investments'],,,True,Decreased
2022,4,192,10.3 B,Coleman,Chase,"Chase Coleman, III.",1975-06-21,46.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Tiger Global Management,Investor,True,Remained Even
2022,4,192,10.3 B,Li,Shuirong,Li Shuirong,1956-07-01,65.0,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],,,True,Increased
2022,4,192,10.3 B,Pessina,Stefano,Stefano Pessina,1941-06-04,80.0,Male,Monaco,Monaco,Monte Carlo,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2022,4,192,10.3 B,Prokhorov,Mikhail,Mikhail Prokhorov,1965-05-03,56.0,Male,Russia,Russia,Moscow,Finance & Investments,['Finance & Investments'],,,True,Decreased
2022,4,192,10.3 B,Telles,Marcel Herrmann,Marcel Herrmann Telles,1950-01-01,72.0,Male,Brazil,Brazil,Sao Paulo,Food & Beverage,['Food & Beverage'],,,True,Decreased
2022,4,197,10.0 B,Black,Leon,Leon Black,1951-07-31,70.0,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,True,Increased
2022,4,197,10.0 B,Gebbia,Joe,Joe Gebbia,1981-08-21,40.0,Male,United States,United States,Austin,Technology,['Technology'],"Airbnb, Inc.",Cofounder & Chair of Airbnb.org,True,Decreased
2022,4,197,10.0 B,Geffen,David,David Geffen,1943-02-21,79.0,Male,United States,United States,Beverly Hills,Media & Entertainment,['Media & Entertainment'],DreamWorks Animation SKG Inc. (Cl A),Cofounder,True,Increased
2022,4,197,10.0 B,Yu,Renrong,Yu Renrong,1966-04-01,56.0,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,True,Decreased
2022,4,201,9.9 B,Beal,Andrew,Andrew Beal,1952-11-29,69.0,Male,United States,United States,Dallas,Finance & Investments,['Finance & Investments'],,,True,Increased
2022,4,201,9.9 B,Kaiser,George,George Kaiser,1942-07-29,79.0,Male,United States,United States,Tulsa,Energy,['Energy'],BOK Financial Corp.,Chairman,False,Increased
2022,4,201,9.9 B,Qi,Shi,Qi Shi & family,1970-01-03,52.0,Male,China,China,Shanghai,Technology,['Technology'],,,True,Decreased
2022,4,201,9.9 B,Sarmiento,Luis Carlos,Luis Carlos Sarmiento,1933-01-27,89.0,Male,Colombia,Colombia,Bogota,Finance & Investments,['Finance & Investments'],,,True,Decreased
2022,4,201,9.9 B,von Bechtolsheim,Andreas,Andreas von Bechtolsheim & family,1955-09-30,66.0,Male,Germany,United States,Palo Alto,Technology,['Technology'],Arista Networks,"Cofounder, Chief Development Officer and Chairman",True,Increased
2022,4,206,9.8 B,Koum,Jan,Jan Koum,1976-02-24,46.0,Male,United States,United States,Atherton,Technology,['Technology'],WhatsApp Inc.,"CEO, cofounder",True,Decreased
2022,4,206,9.8 B,Moll Filho,Jorge,Jorge Moll Filho & family,1945-01-01,77.0,Male,Brazil,Brazil,Rio de Janeiro,Healthcare,['Healthcare'],,,True,Decreased
2022,4,206,9.8 B,Premji,Azim,Azim Premji,1945-07-24,76.0,Male,India,India,Bangalore,Technology,['Technology'],Wipro Limited (ADR),Chairman,False,Increased
2022,4,206,9.8 B,Rausing,Finn,Finn Rausing,1955-01-01,67.0,Male,Sweden,United Kingdom,London,Food & Beverage,['Food & Beverage'],,,False,Decreased
2022,4,206,9.8 B,Rausing,Jorn,Jorn Rausing,1960-01-01,62.0,Male,Sweden,United Kingdom,Surrey,Food & Beverage,['Food & Beverage'],,,False,Decreased
2022,4,206,9.8 B,Rausing,Kirsten,Kirsten Rausing,1952-06-06,69.0,Female,Sweden,United Kingdom,Newmarket,Food & Beverage,['Food & Beverage'],,,False,Decreased
2022,4,206,9.8 B,Wang,Laisheng,Wang Laisheng,1964-12-14,57.0,Male,China,China,Shenzhen,Technology,['Technology'],,,True,Decreased
